person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,pd
21,15600,RENT,5.0,VENTURE,F,2700,20.62,1,0.17,N,3,0.8545690292778946
24,90000,MORTGAGE,8.0,EDUCATION,C,3000,13.79,0,0.03,Y,4,0.012845008189855206
23,90000,MORTGAGE,1.0,DEBTCONSOLIDATION,C,1500,12.84,0,0.02,N,2,0.037453727793907036
23,90000,MORTGAGE,1.0,EDUCATION,E,15000,16.32,0,0.17,N,2,0.28430959107709786
26,78000,MORTGAGE,10.0,EDUCATION,A,10000,9.63,1,0.13,N,4,0.009516842358501428
25,90000,MORTGAGE,7.0,VENTURE,A,11000,9.32,0,0.12,N,3,0.004749799495725985
23,24000,RENT,7.0,DEBTCONSOLIDATION,B,2700,10.75,1,0.11,N,2,0.3288734396107835
25,78000,MORTGAGE,7.0,VENTURE,C,9000,11.78,1,0.12,Y,2,0.017354473450160505
24,90000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,5000,8.0,0,0.06,N,4,0.014219926220840761
24,90000,MORTGAGE,1.0,PERSONAL,C,12000,,0,0.13,Y,4,0.025635522800341766
24,90000,MORTGAGE,2.0,EDUCATION,B,7500,,0,0.08,N,3,0.014237052071559834
23,26000,RENT,3.0,DEBTCONSOLIDATION,A,2700,7.29,0,0.1,N,3,0.21789287729752527
24,90000,MORTGAGE,8.0,PERSONAL,C,5000,11.34,0,0.06,Y,4,0.020061766586705942
25,90000,MORTGAGE,3.0,VENTURE,B,25000,10.39,0,0.28,N,3,0.050616068238961934
26,30000,RENT,2.0,EDUCATION,B,2700,10.75,0,0.09,N,2,0.17627734291750385
22,31200,RENT,0.0,DEBTCONSOLIDATION,A,2700,6.91,0,0.09,N,4,0.20749849332242917
24,32000,RENT,1.0,VENTURE,A,2700,,0,0.08,N,3,0.08419166334230338
26,90000,MORTGAGE,2.0,EDUCATION,C,25000,11.09,0,0.28,N,4,0.08834978521525556
25,35000,RENT,2.0,EDUCATION,A,2700,7.88,0,0.08,N,2,0.10076536765569225
26,90000,OWN,2.0,VENTURE,A,9500,8.07,0,0.11,N,2,0.0029922748262745237
25,90084,MORTGAGE,6.0,PERSONAL,A,15000,7.88,0,0.17,N,4,0.014002554261866175
23,90096,MORTGAGE,0.0,EDUCATION,C,10150,11.97,0,0.11,N,3,0.019180636067451063
23,78216,MORTGAGE,7.0,PERSONAL,C,1200,,1,0.02,N,3,0.025401378529682543
22,78369,MORTGAGE,6.0,DEBTCONSOLIDATION,E,11000,17.99,1,0.14,N,3,0.4190739935526859
24,90474,MORTGAGE,8.0,EDUCATION,B,15000,10.38,0,0.17,N,3,0.021930136611334694
25,51000,RENT,1.0,DEBTCONSOLIDATION,B,2700,9.7,0,0.05,N,2,0.14782187609887598
24,90730,MORTGAGE,6.0,HOMEIMPROVEMENT,B,8000,,0,0.09,N,2,0.02401060930196541
25,46200,RENT,1.0,DEBTCONSOLIDATION,F,2700,15.96,1,0.06,N,2,0.861475752571347
22,90888,MORTGAGE,5.0,EDUCATION,C,13200,14.79,0,0.15,N,4,0.021168357558588872
24,98450,RENT,8.0,EDUCATION,C,2700,13.49,0,0.03,N,4,0.03738542301371809
24,90996,MORTGAGE,0.0,EDUCATION,B,8400,10.99,0,0.09,N,2,0.014823551627212526
21,90996,MORTGAGE,5.0,PERSONAL,B,6000,9.99,0,0.07,N,2,0.015039505642554404
24,90996,MORTGAGE,8.0,HOMEIMPROVEMENT,E,20000,16.32,0,0.22,Y,4,0.44140629877717874
26,18144,RENT,2.0,PERSONAL,B,2675,9.91,0,0.15,N,4,0.25023117169105324
24,90996,MORTGAGE,2.0,EDUCATION,A,16000,7.88,0,0.18,N,3,0.013949750149448043
23,40000,RENT,7.0,PERSONAL,A,2675,8.07,0,0.07,N,4,0.058028364883109675
23,91000,MORTGAGE,0.0,EDUCATION,B,1000,11.71,0,0.01,N,3,0.012037438535672884
24,91000,MORTGAGE,9.0,EDUCATION,A,15000,6.03,0,0.16,N,4,0.010850578642980167
24,91000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,2400,9.91,0,0.03,N,4,0.022211814642997683
24,91000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,10000,10.99,0,0.11,N,4,0.022549543289196006
23,91000,MORTGAGE,7.0,PERSONAL,D,1500,14.54,0,0.02,Y,4,0.11531049411615121
21,22240,RENT,5.0,MEDICAL,B,2650,9.88,0,0.12,N,3,0.3251992480022798
23,79000,MORTGAGE,7.0,DEBTCONSOLIDATION,D,16000,14.09,1,0.2,N,3,0.4790546474451105
23,91000,MORTGAGE,5.0,VENTURE,D,10000,16.32,0,0.11,Y,3,0.09070018460772558
23,46728,RENT,2.0,PERSONAL,B,2650,10.59,0,0.06,N,2,0.13102170484283335
22,91000,OWN,5.0,EDUCATION,A,15000,7.88,0,0.16,N,2,0.006703614170606797
23,91000,MORTGAGE,7.0,PERSONAL,C,10000,13.61,0,0.11,N,4,0.01908292698456103
24,79000,MORTGAGE,4.0,HOMEIMPROVEMENT,D,5000,15.33,1,0.06,N,2,0.3299178438191568
23,91000,MORTGAGE,4.0,VENTURE,E,8000,17.19,0,0.09,N,4,0.12654236522890633
21,91000,MORTGAGE,5.0,VENTURE,B,20000,10.62,0,0.22,N,2,0.022986337624898285
24,91000,MORTGAGE,5.0,MEDICAL,A,15000,7.88,0,0.16,N,4,0.02403669350203386
24,16000,RENT,2.0,HOMEIMPROVEMENT,C,2600,,1,0.16,Y,2,0.5094822954130296
22,20160,RENT,1.0,EDUCATION,A,2600,6.92,0,0.13,N,4,0.12395491743148905
21,35000,OWN,2.0,MEDICAL,A,11000,7.88,0,0.31,N,2,0.1451091376837462
23,91000,MORTGAGE,3.0,PERSONAL,B,12000,,0,0.13,N,3,0.018170466192996407
24,21600,RENT,0.0,EDUCATION,E,2600,19.29,1,0.12,Y,4,0.7710868195424151
24,91000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,1000,7.68,0,0.01,N,3,0.012335761276016046
26,67150,MORTGAGE,9.0,MEDICAL,D,15000,14.11,1,0.19,Y,4,0.4712538286593409
21,27000,RENT,3.0,PERSONAL,C,2600,13.22,0,0.1,Y,2,0.2901812693116333
24,91000,MORTGAGE,8.0,VENTURE,A,7000,8.0,0,0.08,N,3,0.0047815691282722785
24,91000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,7500,10.39,0,0.08,N,2,0.033292959281910235
23,91000,MORTGAGE,7.0,DEBTCONSOLIDATION,C,7500,11.97,0,0.08,Y,2,0.03596086403013199
23,91092,MORTGAGE,2.0,PERSONAL,C,10000,13.43,0,0.11,N,2,0.023185571597144603
25,79200,MORTGAGE,1.0,PERSONAL,C,11200,14.79,1,0.14,Y,3,0.04042679059592582
21,35000,OWN,2.0,VENTURE,D,7000,14.59,0,0.2,N,3,0.3399418973846648
25,35000,OWN,9.0,PERSONAL,C,4000,13.11,0,0.11,N,2,0.05307242667166002
23,91200,MORTGAGE,7.0,DEBTCONSOLIDATION,B,3000,8.88,0,0.03,N,2,0.022831262739757895
22,91200,OWN,6.0,PERSONAL,B,5000,11.48,0,0.05,N,2,0.007129840378880914
25,91200,MORTGAGE,9.0,PERSONAL,A,6000,7.68,0,0.07,N,4,0.0070715833853883
24,79200,MORTGAGE,8.0,VENTURE,C,6500,11.78,1,0.08,Y,3,0.016802698571852865
24,91228,MORTGAGE,2.0,MEDICAL,A,12000,7.49,0,0.13,N,3,0.017287432630186044
22,91234,MORTGAGE,6.0,PERSONAL,B,12000,11.83,0,0.13,N,2,0.017756814275577983
23,35000,OWN,7.0,MEDICAL,B,10000,10.25,0,0.29,N,2,0.20994951652794727
22,35000,OWN,2.0,VENTURE,C,13200,13.48,0,0.38,N,3,0.4309769226296349
22,48000,RENT,2.0,EDUCATION,B,2600,11.12,0,0.05,N,3,0.08384339881559767
21,91500,MORTGAGE,4.0,PERSONAL,C,8000,13.61,0,0.09,N,2,0.023253884987309126
23,74029,RENT,7.0,DEBTCONSOLIDATION,C,2600,15.27,0,0.04,Y,3,0.12651161309269995
25,100000,RENT,3.0,DEBTCONSOLIDATION,A,2600,7.9,0,0.03,N,3,0.03656580959749525
26,35000,OWN,1.0,VENTURE,A,4175,7.74,0,0.12,N,4,0.014227129158426843
26,67983,MORTGAGE,7.0,MEDICAL,D,15000,16.49,1,0.19,Y,3,0.4848705716878742
23,92000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,15000,9.91,0,0.16,N,2,0.05896084714304111
23,92000,MORTGAGE,7.0,PERSONAL,A,12000,6.62,0,0.13,N,3,0.008546313889466544
21,12960,RENT,2.0,VENTURE,B,2525,,1,0.19,N,2,0.2520320483746593
24,57500,RENT,4.0,DEBTCONSOLIDATION,C,2525,,0,0.04,Y,4,0.15821742478641498
23,10000,RENT,0.0,HOMEIMPROVEMENT,D,2500,14.59,1,0.25,Y,3,0.9040971288708539
23,92000,MORTGAGE,5.0,EDUCATION,B,2400,12.69,0,0.03,N,2,0.010226411969735023
22,92000,MORTGAGE,4.0,VENTURE,A,1400,,0,0.02,N,3,0.004704573982360051
23,92000,MORTGAGE,7.0,EDUCATION,A,4800,7.49,0,0.05,N,2,0.00479798096821849
22,35000,OWN,6.0,MEDICAL,B,5000,11.14,0,0.14,N,2,0.07434890266824665
24,92000,MORTGAGE,8.0,VENTURE,B,11000,10.99,0,0.12,N,3,0.009282553744557682
26,92000,OWN,3.0,HOMEIMPROVEMENT,B,22500,10.99,0,0.24,N,2,0.03355481054344497
23,41000,RENT,1.0,DEBTCONSOLIDATION,C,12500,13.57,0,0.3,N,4,0.5901462122982245
21,42000,RENT,4.0,EDUCATION,A,12500,8.94,0,0.3,N,2,0.18447928087759563
26,68000,MORTGAGE,11.0,MEDICAL,D,25000,15.65,1,0.31,N,2,0.7143850234774041
23,92000,MORTGAGE,7.0,MEDICAL,C,18000,12.68,0,0.2,Y,2,0.06444172340809766
24,92000,MORTGAGE,7.0,PERSONAL,B,15000,11.11,0,0.16,N,4,0.0269894763226835
25,36960,RENT,8.0,DEBTCONSOLIDATION,D,12500,14.61,1,0.34,Y,4,0.9746913450507617
22,13200,RENT,0.0,VENTURE,B,2500,9.91,1,0.19,N,4,0.24795871486015608
22,14400,RENT,2.0,PERSONAL,E,2500,,1,0.17,N,2,0.8760218832409343
24,92000,MORTGAGE,9.0,PERSONAL,E,25000,17.93,0,0.27,Y,2,0.5350426888744059
26,14400,RENT,2.0,VENTURE,C,2500,13.47,1,0.17,Y,4,0.2742888727223534
24,92000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,22000,10.99,0,0.24,N,4,0.06164667387388756
23,15600,RENT,3.0,EDUCATION,B,2500,10.65,1,0.16,N,2,0.2599235457394491
24,92000,OWN,4.0,MEDICAL,B,7200,9.88,0,0.08,N,2,0.01644386607475143
23,68000,MORTGAGE,4.0,MEDICAL,D,8000,15.33,1,0.1,N,3,0.3529439308143927
23,15600,RENT,,DEBTCONSOLIDATION,A,2500,7.29,1,0.16,N,3,0.2972766876071304
23,92000,MORTGAGE,7.0,VENTURE,E,10000,16.7,0,0.11,Y,2,0.11240549908458465
23,92000,MORTGAGE,4.0,EDUCATION,E,15600,16.35,0,0.17,Y,3,0.2609395049721468
23,92000,MORTGAGE,7.0,PERSONAL,B,15000,11.26,0,0.16,N,2,0.028001250100018298
23,92000,MORTGAGE,7.0,EDUCATION,C,7000,13.47,0,0.08,Y,4,0.015172262293976821
25,92000,MORTGAGE,9.0,MEDICAL,B,13000,11.26,0,0.14,N,2,0.03265004716364742
26,92000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,5600,11.46,0,0.06,N,3,0.03077967723785375
22,92000,OTHER,2.0,MEDICAL,C,6000,12.22,0,0.07,N,2,0.11979803347755494
23,92000,MORTGAGE,0.0,EDUCATION,B,12950,9.96,0,0.14,N,2,0.017899305836555836
25,17352,RENT,0.0,PERSONAL,B,2500,12.53,0,0.14,N,4,0.2596994382067668
21,18000,RENT,3.0,EDUCATION,A,2500,7.88,0,0.14,N,2,0.11432733550919119
26,80004,MORTGAGE,7.0,DEBTCONSOLIDATION,C,7500,15.23,1,0.09,Y,2,0.05382598338863732
22,18204,RENT,2.0,DEBTCONSOLIDATION,B,2500,11.89,0,0.14,N,4,0.3947595531545705
23,92004,MORTGAGE,7.0,VENTURE,B,24250,11.12,0,0.26,N,4,0.04608545224539683
22,18984,RENT,6.0,HOMEIMPROVEMENT,C,2500,14.22,1,0.13,Y,2,0.4023358926386252
24,19464,RENT,,PERSONAL,C,2500,13.84,1,0.13,Y,3,0.3023784025199005
26,92004,MORTGAGE,3.0,MEDICAL,C,24250,14.72,0,0.26,N,4,0.1671208946954118
25,80004,MORTGAGE,8.0,PERSONAL,A,6000,8.0,1,0.07,N,2,0.010902045503728017
26,80040,MORTGAGE,6.0,PERSONAL,A,10000,,1,0.12,N,2,0.011278326271607107
25,20000,RENT,2.0,PERSONAL,D,2500,15.7,1,0.13,N,2,0.7983620536664151
24,92259,MORTGAGE,4.0,HOMEIMPROVEMENT,A,6000,,0,0.07,N,4,0.012824183886296515
21,20000,RENT,2.0,PERSONAL,C,2500,13.79,0,0.13,Y,3,0.32917156305588097
25,37560,RENT,2.0,DEBTCONSOLIDATION,F,12500,18.62,1,0.33,N,3,0.9897748935365909
26,92400,MORTGAGE,8.0,MEDICAL,A,14500,7.88,0,0.16,N,4,0.02208737361188746
24,80400,MORTGAGE,8.0,PERSONAL,C,10000,11.66,1,0.12,N,2,0.028850555829943746
25,45000,RENT,1.0,MEDICAL,B,12500,10.37,0,0.28,N,3,0.5125756892515013
22,92496,MORTGAGE,2.0,EDUCATION,A,10200,,0,0.11,N,4,0.007323219554762389
23,46000,RENT,1.0,EDUCATION,B,12500,11.11,0,0.27,N,2,0.3214877768098797
26,46800,RENT,0.0,EDUCATION,B,12500,11.86,0,0.27,N,3,0.3196365343444699
21,49000,RENT,5.0,VENTURE,A,12500,7.49,0,0.26,N,4,0.13631427290913092
26,44000,RENT,4.0,HOMEIMPROVEMENT,G,12500,22.11,1,0.28,Y,2,0.9979070314047565
23,92500,MORTGAGE,5.0,EDUCATION,A,2500,,0,0.03,N,2,0.00529128338547806
22,50000,RENT,4.0,MEDICAL,A,12500,7.29,0,0.25,N,2,0.15433869745273326
25,92700,MORTGAGE,5.0,VENTURE,C,1500,14.65,0,0.02,Y,2,0.010701038303138868
22,92700,MORTGAGE,1.0,VENTURE,A,9250,7.9,0,0.1,N,3,0.0061500320222162815
24,50000,RENT,0.0,DEBTCONSOLIDATION,A,12500,7.88,0,0.25,N,3,0.16818205949377038
26,92700,MORTGAGE,6.0,EDUCATION,B,1500,9.63,0,0.02,N,2,0.009841192769369355
23,92700,MORTGAGE,2.0,VENTURE,B,25000,10.99,0,0.27,N,4,0.05439477345349214
24,34800,OWN,8.0,VENTURE,B,1700,10.38,0,0.05,N,2,0.02022566030251996
22,34800,OWN,4.0,MEDICAL,C,7350,14.22,0,0.21,N,2,0.1501298997153794
23,92700,MORTGAGE,2.0,EDUCATION,A,5000,8.94,0,0.05,N,4,0.005530543101362851
26,92795,MORTGAGE,10.0,MEDICAL,B,19000,10.37,0,0.2,N,4,0.0483244098189571
26,34656,OWN,2.0,PERSONAL,A,5500,7.51,0,0.16,N,2,0.035440091667935526
25,93000,MORTGAGE,9.0,VENTURE,D,12000,16.77,0,0.13,Y,4,0.10043375361025275
21,52000,RENT,5.0,MEDICAL,B,12500,,0,0.24,N,3,0.2510137397733756
25,93000,MORTGAGE,1.0,VENTURE,A,12000,6.62,0,0.13,N,2,0.006366623690368907
24,54996,RENT,0.0,MEDICAL,C,12500,12.87,0,0.23,N,2,0.3388804294447593
23,93000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,2000,7.9,0,0.02,N,4,0.011711724762129897
26,51000,RENT,10.0,DEBTCONSOLIDATION,E,12500,14.18,1,0.25,N,4,0.8192729855136484
22,93000,MORTGAGE,6.0,MEDICAL,A,3600,7.9,0,0.04,N,3,0.011466384757974079
26,93000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,8000,6.99,0,0.09,N,2,0.01643538821246166
26,93000,MORTGAGE,10.0,DEBTCONSOLIDATION,B,6000,10.99,0,0.06,N,3,0.026000981213573644
25,93000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,2000,15.23,0,0.02,N,4,0.03398666629095192
24,34500,OWN,8.0,EDUCATION,B,2000,11.71,0,0.06,N,3,0.03440598007483928
23,81000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,16000,11.99,1,0.2,N,3,0.09286477182984525
22,60000,RENT,6.0,PERSONAL,B,12500,10.59,0,0.21,N,4,0.1411592187907911
24,60000,RENT,4.0,EDUCATION,B,12500,11.49,0,0.21,N,2,0.12386328036091396
23,60000,RENT,4.0,PERSONAL,B,12500,10.25,0,0.21,N,3,0.15352410319628054
25,60000,RENT,4.0,EDUCATION,B,12500,11.89,0,0.21,N,2,0.12548605927439113
24,54000,RENT,2.0,VENTURE,E,12500,14.5,1,0.23,N,4,0.6396236519569208
22,62000,RENT,6.0,MEDICAL,A,12500,7.29,0,0.2,N,2,0.1289976092658807
22,63000,RENT,2.0,EDUCATION,B,12500,10.25,0,0.2,N,3,0.1348387839724518
26,93000,MORTGAGE,4.0,PERSONAL,C,5600,,0,0.06,Y,4,0.019781706449554286
22,65000,RENT,1.0,EDUCATION,A,12500,6.91,0,0.19,N,2,0.06545666810349907
26,93000,MORTGAGE,8.0,MEDICAL,A,17500,7.51,0,0.19,N,4,0.024759909002176863
23,65000,RENT,0.0,EDUCATION,B,12500,11.48,0,0.19,N,4,0.11510150678054704
23,93000,OWN,7.0,VENTURE,C,25000,12.73,0,0.27,N,3,0.03677767108254031
25,93000,MORTGAGE,5.0,MEDICAL,A,12000,7.88,0,0.13,N,4,0.014624165177768182
23,93000,OWN,7.0,VENTURE,B,10000,9.88,0,0.11,N,3,0.0050363606085388635
21,93000,MORTGAGE,4.0,EDUCATION,C,9800,12.73,0,0.11,N,3,0.01792410523802006
24,70000,RENT,3.0,HOMEIMPROVEMENT,A,12500,7.88,0,0.18,N,3,0.10851168896210277
25,80400,RENT,2.0,VENTURE,A,12500,9.38,0,0.16,N,2,0.04280549285125687
23,84000,RENT,0.0,DEBTCONSOLIDATION,A,12500,6.54,0,0.15,N,4,0.08428904842436101
24,73000,RENT,6.0,DEBTCONSOLIDATION,D,12500,6.0,1,0.17,N,2,0.7170344129060555
23,34188,OWN,,VENTURE,A,3200,7.14,0,0.09,N,3,0.01436479917462835
26,95000,RENT,3.0,MEDICAL,C,12500,12.61,0,0.13,N,2,0.1225835423003873
24,93000,MORTGAGE,3.0,VENTURE,C,18000,11.78,0,0.19,Y,3,0.02511264136970411
23,93000,MORTGAGE,5.0,VENTURE,A,3000,7.12,0,0.03,N,3,0.004001686958877452
22,93000,MORTGAGE,6.0,VENTURE,B,7500,,0,0.08,N,4,0.009621640731241237
25,93080,MORTGAGE,3.0,DEBTCONSOLIDATION,C,8450,13.49,0,0.09,Y,2,0.03929652723175427
24,110000,RENT,1.0,DEBTCONSOLIDATION,B,12500,9.62,0,0.11,N,4,0.0979325293622238
25,93200,MORTGAGE,9.0,EDUCATION,D,25000,15.58,0,0.27,Y,4,0.40452592804010695
22,93218,MORTGAGE,5.0,MEDICAL,B,12000,11.49,0,0.13,N,3,0.030526598572555425
22,93240,MORTGAGE,6.0,PERSONAL,A,7000,9.63,0,0.08,N,2,0.008270645710074537
26,93450,MORTGAGE,1.0,HOMEIMPROVEMENT,B,12000,11.26,0,0.13,N,2,0.031945139779013663
22,30000,RENT,0.0,MEDICAL,B,12600,11.99,1,0.42,N,4,0.8920336515955486
25,42504,RENT,0.0,MEDICAL,B,12600,11.26,0,0.3,N,3,0.5127623598869435
25,93500,MORTGAGE,1.0,HOMEIMPROVEMENT,C,14000,12.23,0,0.15,N,4,0.04699871801806901
26,93500,MORTGAGE,9.0,VENTURE,D,6250,14.83,0,0.07,Y,3,0.08449946328998442
24,47250,RENT,5.0,EDUCATION,B,12600,11.83,0,0.27,N,2,0.2854580734547199
22,74000,RENT,6.0,PERSONAL,B,12600,10.65,0,0.17,N,3,0.11241413379938646
22,110000,RENT,3.0,DEBTCONSOLIDATION,B,12600,10.75,0,0.11,N,2,0.09410537114539953
23,69360,MORTGAGE,,MEDICAL,B,9600,,1,0.12,N,4,0.04337284563670932
24,93600,MORTGAGE,,MEDICAL,A,3600,5.42,0,0.04,N,2,0.011691582007587287
22,190000,RENT,3.0,EDUCATION,A,12600,6.92,0,0.07,N,4,0.023942405490458084
22,93600,MORTGAGE,6.0,EDUCATION,B,5000,9.99,0,0.05,N,2,0.009904643640367833
21,93600,MORTGAGE,5.0,EDUCATION,B,25000,10.36,0,0.27,N,3,0.06338360280991585
25,69360,MORTGAGE,2.0,MEDICAL,F,22000,19.79,1,0.27,Y,3,0.8536709996010414
25,93600,MORTGAGE,9.0,DEBTCONSOLIDATION,B,20000,10.62,0,0.21,N,3,0.061492816873596166
23,23000,RENT,3.0,EDUCATION,C,12700,14.27,1,0.55,Y,4,0.8371422472489897
22,93600,MORTGAGE,0.0,DEBTCONSOLIDATION,A,6000,,0,0.06,N,2,0.017125551969379923
22,81996,MORTGAGE,6.0,PERSONAL,B,10000,11.46,1,0.12,N,3,0.022544805825792654
23,70000,RENT,0.0,VENTURE,A,12700,,0,0.18,N,2,0.05188056170764397
22,52000,RENT,3.0,MEDICAL,D,12750,18.25,1,0.25,N,4,0.7896791326017322
25,94000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,30000,10.65,0,0.32,N,4,0.11500464721973011
23,94000,MORTGAGE,1.0,PERSONAL,A,13000,6.03,0,0.14,N,4,0.011177460170374846
22,94000,MORTGAGE,6.0,PERSONAL,C,35000,15.23,0,0.37,Y,4,0.3236728085565382
24,32000,RENT,4.0,HOMEIMPROVEMENT,B,12800,12.42,1,0.4,N,3,0.8753579635534657
23,38500,RENT,8.0,DEBTCONSOLIDATION,A,12800,8.9,1,0.33,N,4,0.649469308000818
26,94000,MORTGAGE,8.0,PERSONAL,A,15000,6.17,0,0.16,N,2,0.014045292867379738
24,94000,MORTGAGE,4.0,EDUCATION,B,25000,11.49,0,0.27,N,4,0.06431044681612855
22,40000,RENT,0.0,MEDICAL,A,12800,8.9,1,0.32,N,2,0.3514272229919961
21,40000,RENT,,VENTURE,B,12800,12.69,1,0.32,N,2,0.25500800492318
23,40000,RENT,5.0,EDUCATION,D,12800,16.0,1,0.32,Y,3,0.8089805709273655
25,94000,MORTGAGE,5.0,MEDICAL,B,20000,,0,0.21,N,4,0.057403279848792364
26,42000,RENT,4.0,EDUCATION,B,12800,10.59,0,0.3,N,2,0.2965816086855411
22,44400,RENT,3.0,EDUCATION,C,12800,12.73,0,0.29,N,2,0.37062052080784363
26,94000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,5000,7.68,0,0.05,N,3,0.013381153841030736
22,42200,RENT,6.0,VENTURE,D,12800,15.21,1,0.3,N,2,0.7775627007796074
23,46000,RENT,2.0,EDUCATION,F,12800,19.41,1,0.28,Y,3,0.9061357570636116
26,52992,RENT,6.0,HOMEIMPROVEMENT,A,12800,5.42,0,0.24,N,4,0.12274788200724131
22,94200,MORTGAGE,6.0,PERSONAL,B,20000,8.88,0,0.21,N,2,0.035044194362460854
23,94200,MORTGAGE,6.0,EDUCATION,A,18000,6.54,0,0.19,N,3,0.011923747991429964
22,94342,MORTGAGE,,EDUCATION,B,2400,10.59,0,0.03,N,4,0.010823189205742994
25,94400,MORTGAGE,4.0,PERSONAL,A,35000,7.49,0,0.37,N,3,0.16136735022213763
24,56000,RENT,0.0,EDUCATION,B,12800,,0,0.23,N,4,0.13465080143666633
26,94500,OWN,10.0,VENTURE,A,2000,5.42,0,0.02,N,2,0.0021844041051334146
25,94500,MORTGAGE,5.0,HOMEIMPROVEMENT,B,13500,10.0,0,0.14,N,2,0.030745339051779074
23,58000,RENT,1.0,MEDICAL,B,12800,12.42,0,0.22,N,2,0.2617116119952159
23,60000,RENT,2.0,DEBTCONSOLIDATION,B,12800,10.59,0,0.21,N,4,0.2548637085887315
22,94692,MORTGAGE,5.0,EDUCATION,B,20000,11.49,0,0.21,N,4,0.027355961501133747
26,60000,RENT,7.0,VENTURE,C,12800,12.84,0,0.21,N,2,0.11777686636974323
23,94800,MORTGAGE,7.0,DEBTCONSOLIDATION,C,6000,14.27,0,0.06,Y,3,0.03465585641245553
26,94800,MORTGAGE,10.0,DEBTCONSOLIDATION,A,14000,6.03,0,0.15,N,4,0.016843637415265393
23,82800,MORTGAGE,1.0,HOMEIMPROVEMENT,B,12000,9.76,1,0.14,N,2,0.0475513914923388
23,94940,MORTGAGE,4.0,VENTURE,A,2000,5.42,0,0.02,N,3,0.004359953228844684
23,94965,MORTGAGE,3.0,EDUCATION,C,8000,13.22,0,0.08,N,2,0.01726838843959606
25,94976,MORTGAGE,5.0,DEBTCONSOLIDATION,B,20000,10.74,0,0.21,N,3,0.06270705966376554
23,64000,RENT,6.0,EDUCATION,C,12800,14.35,0,0.2,Y,4,0.12740955928080072
23,95000,MORTGAGE,0.0,VENTURE,B,10000,9.91,0,0.11,N,3,0.010795187498002658
23,95000,MORTGAGE,7.0,EDUCATION,A,19000,7.51,0,0.2,N,4,0.01151375525523692
21,71232,RENT,5.0,VENTURE,D,12800,14.96,0,0.18,N,4,0.49284307715170134
23,95000,MORTGAGE,4.0,MEDICAL,A,4400,7.9,0,0.05,N,3,0.012229083834783664
24,77385,RENT,4.0,MEDICAL,A,12800,,0,0.17,N,4,0.10410255889214799
23,70550,MORTGAGE,7.0,MEDICAL,A,15000,8.9,1,0.18,N,4,0.04154077032162776
23,95000,MORTGAGE,7.0,EDUCATION,A,35000,7.9,0,0.37,N,4,0.11595210919752348
24,78600,RENT,0.0,HOMEIMPROVEMENT,D,12800,14.11,1,0.16,Y,4,0.7030078859970171
25,103000,RENT,9.0,HOMEIMPROVEMENT,D,12800,15.7,0,0.12,Y,4,0.4634740430397402
24,95000,MORTGAGE,1.0,PERSONAL,B,7450,12.69,0,0.08,N,4,0.017959547890554765
22,95000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,24000,7.9,0,0.25,N,4,0.038914103878081044
22,95000,MORTGAGE,4.0,EDUCATION,A,6400,7.9,0,0.07,N,4,0.006404244998567223
24,95000,MORTGAGE,7.0,HOMEIMPROVEMENT,B,10000,10.65,0,0.11,N,4,0.022549543289196006
24,95000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,15000,12.69,0,0.16,N,2,0.050795283318868754
26,35000,RENT,10.0,MEDICAL,B,12875,,1,0.37,N,2,0.8719119826852936
26,95000,MORTGAGE,10.0,PERSONAL,A,6600,7.51,0,0.07,N,4,0.006940592942733491
22,31760,RENT,3.0,PERSONAL,B,12875,12.53,1,0.41,N,4,0.8075781828091022
26,95000,MORTGAGE,10.0,VENTURE,C,15000,15.96,0,0.16,Y,2,0.023747899614429656
21,44000,RENT,0.0,EDUCATION,D,12875,15.31,1,0.29,N,2,0.847068247160652
22,95000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,7200,11.49,0,0.08,N,2,0.030624767664830892
24,58155,RENT,8.0,HOMEIMPROVEMENT,E,12950,,0,0.22,N,4,0.782279015126596
22,50000,RENT,0.0,DEBTCONSOLIDATION,B,13000,12.42,0,0.26,N,2,0.4861847579098111
23,95000,MORTGAGE,8.0,MEDICAL,C,7200,14.79,0,0.08,Y,4,0.03382282225683964
23,44000,RENT,1.0,EDUCATION,E,13000,18.39,1,0.3,Y,3,0.8692499835145511
